Descrição;Código;Placa;Chassis;Série;Proprietário;Filial Proprietário;Patrimonio;
TRATOR DE PNEUS (4X4);2020;;RD299;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2021;;RD302;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2024;;CQ7505A016724;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2025;;CQ7505A018411;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2027;;CQ7505A020774;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2030;;CQ7505A022618;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2032;;CQ7505A028697;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2033;;BH184731329;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2034;;BH164731327;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2035;;BH164731328;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2036;;H185243845;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2037;;H185243846;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2038;;H185264238;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2039;;H185264242;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2040;;M1002922720;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2041;;M100296190;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2042;;00000007180399580;7180399580;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2045;;H1804C4601A;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2048;TRA-2048;9AGT9917TJC004471;JMD333046;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2049;;AAT2010GDM010502;H185355013;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2050;TRA-2050;AGT00064TK0004279;134795;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2051;TRA-2051;9AGT2019KKM002889;W194559219;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2052;TRA-2052;00000007180340453;7180340453;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2053;TRA-2053;9AGT2019LJM001344;TW19509502;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2054;;1BM6190JCMD003061;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2055;;1BM6190JVMD003059;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2056;;1BM6190JEMD003097;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2057;;1BM6190JKMD003087;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2058;;9AGT2019CNM005976;W194644494;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2059;;1BM6190JVND600374;;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS (4X4);2060;;9AGT2019LNM006128;W194649493;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS 4290 (4X4);2043;;00000004290400307;4290400307;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS 4290 (4X4);2044;;00000004290400308;429040008;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS 4292 (4X4);2047;;9AGT0007JJC018084;4292493677;USINA MONTE ALEGRE S/A;1;;
TRATOR DE PNEUS 4292 (4X4);2046;;9AGT0007VJC0180010;4292492729;USINA MONTE ALEGRE S/A;1;;
TRATOR VALTRA BH 180 F 01;9151;;;;USINA ESTIVAS LTDA;;;
TRATOR VALTRA BH 180 J 01;9155;;;;USINA ESTIVAS LTDA;;;
TRATOR VALTRA BH185;9154;;;;USINA ESTIVAS LTDA;;;
TURBOMAQ;7012;;CHASSI Nº 1236;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7013;;CHASSI Nº 1259;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7021;;CHASSI Nº 31764;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7020;;CHASSI Nº 31760;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7019;;CHASSI Nº 31759;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7018;;CHASSI Nº 31763;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7017;;CHASSI Nº 31758;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7014;;CHASSI Nº 1263;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7015;;CHASSI Nº 1260;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ;7016;;CHASSI Nº 1262;;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ/CARRETEL HR 110/400;7032;;CHASSIS Nº 3368;336840222;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ/CARRETEL HR 110/400;7031;;CHASSIS Nº 33684;336840122;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ/CARRETEL HR 110/400;7034;;;336840422;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ/CARRETEL HR 110/400;7033;;33684;336840322;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ/CARRETEL HR110/400 PN 8;7035;TUR-7035;CHASSIS Nº ;42453 01 25;USINA MONTE ALEGRE S/A;1;;
TURBOMAQ/CARRETEL HR110/400 PN 8;7036;;;42453 02 25;USINA MONTE ALEGRE S/A;1;;
USINA - DIESEL UTILIZACAO INDUSTRIAL;1001;;;;USINA MONTE ALEGRE S/A;1;;
USINA - DIESEL UTILIZACAO INDUSTRIAL;550;;;;USINA MONTE ALEGRE S/A;1;;
VW SAVEIRO CS RB MF;84;;9BWKL45UXTP015741;;USINA MONTE ALEGRE S/A;1;;
VW SAVEIROCS RB MF;85;;9BWKL45U6TP015364;;USINA MONTE ALEGRE S/A;1;;
